NX,NY,NZ,TT,SLURM_NNODES,GPUS,TASKS_PER_NODE,OMP_NUM_THREADS,SLURM_JOB_NODELIST,MEM_SEFF,TIME,GFLOPS
8,8,8,30,6,0,8,2,hopper[034-039],4.05 GB (estimated maximum),21.4055,12.9789
16,16,16,30,6,0,8,2,hopper[034-039],4.00 GB (estimated maximum),30.0234,14.0726
